expansion,collector_number,name,cost,type,alignment,class,subtype,tags,atk,dmg_type,health,rarity,keywords,power_text,data_status,engine_status,effects,image_path,
dark_portal,137,War Stomp,3,Instant Ability,Horde,,,,,,,Rare,,Tauren Hero Required. Exhaust all opposing heroes and allies.,verified,implemented,requires_hero_race:Tauren|exhaust_all_opposing,assets\cards\war_stomp.png,
dark_portal,138,Boat to Booty Bay,,,,,,,,,,,,,,,,assets\cards\boat_to_booty_bay.png,
dark_portal,139,Desperate Block,,,,,,,,,,,,,,,,assets\cards\desperate_block.png,
dark_portal,140,Echoes of the Shifting Sands,,,,,,,,,,,,,,,,assets\cards\echoes_of_the_shifting_sands.png,
dark_portal,141,First to Fall,2,Instant Ability,,,,,,,,Common,,Destroy target protecting ally.,verified,implemented,destroy_target:protecting_ally,assets\cards\first_to_fall.png,
dark_portal,142,Flash of Steel,,,,,,,,,,,,,,,,assets\cards\flash_of_steel.png,
dark_portal,143,Fortune Telling,,,,,,,,,,,,,,,,assets\cards\fortune_telling.png,
dark_portal,144,Furious Resolve,,,,,,,,,,,,,,,,assets\cards\furious_resolve.png,
dark_portal,145,Legend of Mount Hyjal,,,,,,,,,,,,,,,,assets\cards\legend_of_mount_hyjal.png,
dark_portal,146,Lessons in Lurking,,,,,,,,,,,,,,,,assets\cards\lessons_in_lurking.png,
dark_portal,147,Malfunction,,,,,,,,,,,,,,,,assets\cards\malfunction.png,
dark_portal,148,Rest and Relaxation,,,,,,,,,,,,,,,,assets\cards\rest_and_relaxation.png,
dark_portal,149,Swift Assault,,,,,,,,,,,,,,,,assets\cards\swift_assault.png,
dark_portal,150,Turn Aside,,,,,,,,,,,,,,,,assets\cards\turn_aside.png,
dark_portal,151,Unraveled Plans,,,,,,,,,,,,,,,,assets\cards\unraveled_plans.png,
dark_portal,152,Unwelcome Visitor,,,,,,,,,,,,,,,,assets\cards\unwelcome_visitor.png,
dark_portal,153,Apprentice Merry,,,,,,,,,,,,,,,,assets\cards\apprentice_merry.png,
dark_portal,154,Avanthera,,,,,,,,,,,,,,,,assets\cards\avanthera.png,
dark_portal,155,"Barnathrum, Lord of Pain",,,,,,,,,,,,,,,,assets\cards\barnathrum_lord_of_pain.png,
dark_portal,156,Bretander of the Claw,6,Ally,Alliance,Druid,,Night Elf Druid,5,Melee,5,Common,"protector, stealth",Protector <p> Stealth (Can't protect against this character.),verified,implemented,,assets\cards\bretander_of_the_claw.png,
dark_portal,157,Brother Rhone,2,Ally,Alliance,Paladin,,Dwarf Paladin,0,Melee,1,Common,Protector,Protector. Prevent all combat damage that would be dealt to Brother Rhone by attacking allies.,verified,implemented,prevent_combat_damage_from_attacking_allies,assets\cards\brother_rhone.png,
dark_portal,158,Bubula del Kissel,,,,,,,,,,,,,,,,assets\cards\bubula_del_kissel.png,
dark_portal,159,Cerwyn,,,,,,,,,,,,,,,,assets\cards\cerwyn.png,
dark_portal,160,"""Chipper"" Ironbane",2,Ally,Alliance,Warrior,,Dwarf Warrior,3,Melee,1,Common,,"X, Destroy ""Chipper"" Ironbane -> Destroy target ability or equipment with cost X.",verified,implemented,activated_power:X:destroy_ability_or_equipment:0::ability_or_equipment:sacrifice_self,assets\cards\chipper_ironbane.png,
dark_portal,161,Darnassus Sentinels,,,,,,,,,,,,,,,,assets\cards\darnassus_sentinels.png,
dark_portal,162,Durdin Hammerhand,,,,,,,,,,,,,,,,assets\cards\durdin_hammerhand.png,
dark_portal,163,Field Commander Olinnae,,,,,,,,,,,,,,,,assets\cards\field_commander_olinnae.png,
dark_portal,164,"Gertha, The Old Crone",3,Ally,Alliance,Warlock,,Gnome Warlock,1,Shadow,3,Uncommon,,"1, [Activate], Destroy an ally in your party -> Destroy target ally.",verified,implemented,activated_power:1:destroy_ally:0::ally:sacrifice_ally,assets\cards\gertha_the_old_crone.png,
dark_portal,165,Goldenmoon,,,,,,,,,,,,,,,,assets\cards\goldenmoon.png,
dark_portal,166,Gustaf Trueshot,,,,,,,,,,,,,,,,assets\cards\gustaf_trueshot.png,
dark_portal,167,High Priestess Tyrande Whisperwind,,,,,,,,,,,,,,,,assets\cards\high_priestess_tyrande_whisperwind.png,
dark_portal,168,Ilandre Moonspear,4,Ally,Alliance,Druid,,Night Elf Druid,2,Nature,4,Rare,Elusive,"Night Elf Hero Required. Elusive. [Activate] -> Put your hand on the bottom of your deck, then draw that many cards.",verified,implemented,requires_hero_race:Night Elf|activated_power:0:hand_to_deck_draw:0,assets\cards\ilandre_moonspear.png,
dark_portal,169,Ivus the Forest Lord,,,,,,,,,,,,,,,,assets\cards\ivus_the_forest_lord.png,
dark_portal,170,Jeleane Nightbreeze,2,Ally,Alliance,Hunter,,Night Elf Hunter,3,Ranged,2,Common,Untargetable,Untargetable,verified,implemented,,assets\cards\jeleane_nightbreeze.png,
dark_portal,171,Kal'ai the Uplifting,,,,,,,,,,,,,,,,assets\cards\kalai_the_uplifting.png,
dark_portal,172,Kallipssa,,,,,,,,,,,,,,,,assets\cards\kallipssa.png,
dark_portal,173,Kavai the Wanderer,6,Ally,Alliance,Warrior,,Night Elf Warrior,4,Melee,6,Common,,"1, Destroy Kavai -> Destroy target ability or equipment.",verified,implemented,activated_power:1:destroy_ability_or_equipment:0::ability_or_equipment:sacrifice_self,assets\cards\kavai_the_wanderer.png,
dark_portal,174,Korthas Greybeard,,,,,,,,,,,,,,,,assets\cards\korthas_greybeard.png,
dark_portal,175,Lady Kath,,,,,,,,,,,,,,,,assets\cards\lady_kath.png,
dark_portal,176,Lilnas the Calm,,,,,,,,,,,,,,,,assets\cards\lilnas_the_calm.png,
dark_portal,177,"""Lowdown"" Luppo Shadefizzle",2,Ally,Alliance,Rogue,,Gnome Rogue,2,Melee,1,Common,"Elusive, Stealth, Untargetable","Gnome Hero Required",verified,implemented,requires_hero_race:Gnome,assets\cards\lowdown_luppo_shadefizzle.png,
dark_portal,178,Lynda Steele,,,,,,,,,,,,,,,,assets\cards\lynda_steele.png,
dark_portal,179,Margaret Fowl,4,Ally,Alliance,Rogue,,Human Rogue,5,Melee,3,Common,,"You pay (1) less to strike with weapons. Opponents pay (1) more to strike with weapons.",verified,implemented,strike_cost_mod:-1:1,assets\cards\margaret_fowl.png,
dark_portal,180,Marshal Reginald Windsor,,,,,,,,,,,,,,,,assets\cards\marshal_reginald_windsor.png,
dark_portal,181,Master Mathias Shaw,,,,,,,,,,,,,,,,assets\cards\master_mathias_shaw.png,
dark_portal,182,Meekway Humzinger,,,,,,,,,,,,,,,,assets\cards\meekway_humzinger.png,
dark_portal,183,Miner Moggun,,,,,,,,,,,,,,,,assets\cards\miner_moggun.png,
dark_portal,184,"Mya, Dragonling Wrangler",3,Ally,Alliance,,,Gnome Mage,2,,2,Common,,"When Mya enters play, put a Mechanical Dragonling ally token with 1 ATK and 1 health into play.",verified,implemented,on_enter:create_token:token_mechanical_dragonling,assets\cards\mya_dragonling_wrangler.png,
dark_portal,185,Pithran Mithrilshot,,,,,,,,,,,,,,,,assets\cards\pithran_mithrilshot.png,
dark_portal,186,Primalist Naseth,,,,,,,,,,,,,,,,assets\cards\primalist_naseth.png,
dark_portal,187,"Raul ""Fingers"" Maldren",,,,,,,,,,,,,,,,assets\cards\raul_finger_maldren.png,
dark_portal,188,Reverend Tobias,,,,,,,,,,,,,,,,assets\cards\reverend_tobias.png,
dark_portal,189,Scaramanga,,,,,,,,,,,,,,,,assets\cards\scaramanga.png,
dark_portal,190,Seraph the Exalted,,,,,,,,,,,,,,,,assets\cards\seraph_the_exalted.png,
dark_portal,191,Steelsmith Joseph Carroll,,,,,,,,,,,,,,,,assets\cards\steelsmith_joseph_carroll.png,
dark_portal,192,Tim,3,Ally,Alliance,Mage,,Human Mage,1,Arcane,1,Common,Elusive,Activate: Tim deals 1 arcane damage to target hero or ally.,verified,implemented,activated_power:0:deal_damage_to_target:1:arcane:hero_or_ally,assets\cards\tim.png,
dark_portal,193,Valanos,,,,,,,,,,,,,,,,assets\cards\valanos.png,
dark_portal,194,Vestia Abiectus,,,,,,,,,,,,,,,,assets\cards\vestia_abiectus.png,
dark_portal,195,Vindicator Enkallus,4,Ally,Alliance,Shaman,,Draenei Shaman,3,Nature,4,Common,Protector,,verified,implemented,,assets\cards\vindicator_enkallus.png,
dark_portal,196,Warden Ravella,3,Ally,Alliance,Warrior,,Night Elf Warrior,2,Melee,3,Common,"Protector, Untargetable",,verified,implemented,,assets\cards\warden_ravella.png,
dark_portal,197,Wisp,,,,,,,,,,,,,,,,assets\cards\wisp.png,
dark_portal,198,Araelun,,,,,,,,,,,,,,,,assets\cards\araelun.png,
dark_portal,199,Bhenn Checks-the-Sky,2,Instant Ally,Horde,Druid,,Tauren Druid,2,Nature,1,Common,,"When Bhenn Checks-the-Sky enters play, you may exhaust target ally.",verified,implemented,on_enter:exhaust_ally,assets\cards\bhenn_checks_the_sky.png,
dark_portal,200,Bluffwatchers,,,,,,,,,,,,,,,,assets\cards\bluffwatchers.png,
dark_portal,201,Boneshanks,3,Ally,Horde,Warrior,,Undead Warrior,3,Melee,2,Common,,"When Boneshanks is destroyed, destroy target ally.",verified,implemented,on_destroyed:destroy_target:ally,assets\cards\boneshanks.png,
dark_portal,202,Branu Wildbloom,,,,,,,,,,,,,,,,assets\cards\branu_wildbloom.png,
dark_portal,203,Clara Graves,,,,,,,,,,,,,,,,assets\cards\clara_graves.png,
dark_portal,204,Dark Cleric Ismantal,3,Ally,Horde,Priest,,Undead Priest,1,Melee,3,Common,,4 -> Dark Cleric Ismantal deals 1 shadow damage to target hero or ally. That character's controller discards a card for each damage dealt. Use only on your turn.,verified,implemented,activated_power:4:deal_damage_to_target:1:shadow:hero_or_ally:no_activate|discard_per_damage:1|require_turn_player,assets\cards\dark_cleric_ismantal.png,
dark_portal,205,Dayna Cousin-to-Sun,,,,,,,,,,,,,,,,assets\cards\dayna_cousin_to_sun.png,
dark_portal,206,Debros Cousin-to-Moon,,,,,,,,,,,,,,,,assets\cards\debros_cousin_to_moon.png,
dark_portal,207,Dramla Lifebender,,,,,,,,,,,,,,,,assets\cards\dramla_lifebender.png,
dark_portal,208,Elithys Firestorm,,,,,,,,,,,,,,,,assets\cards\elithys_firestorm.png,
dark_portal,209,Gamon,,,,,,,,,,,,,,,,assets\cards\gamon.png,
dark_portal,210,Ghank,4,Ally,Horde,Rogue,,Orc Rogue,3,Melee,3,Common,stealth,"Stealth (Can't protect against this character.) When Ghank enters play, you may destroy target exhausted ally with damage on it.",verified,implemented,on_enter:destroy_exhausted_damaged_ally,assets\cards\ghank.png,
dark_portal,211,Greefer,,,,,,,,,,,,,,,,assets\cards\greefer.png,
dark_portal,212,Grunt Baranka,2,Ally,Horde,Warrior,,Orc Warrior,2,Melee,2,Common,protector,"Protector. When Grunt Baranka defends against an ally, destroy her. If you do, destroy all attacking allies.",verified,implemented,on_defend_vs_ally_destroy_self_and_attackers,assets\cards\grunt_baranka.png,
dark_portal,213,Guardian Steppestrider,4,Ally,Horde,Warrior,,Tauren Warrior,5,Melee,5,Common,"protector, cant_attack",,verified,implemented,,assets\cards\guardian_steppestrider.png,
dark_portal,214,High Overlord Saurfang,,,,,,,,,,,,,,,,assets\cards\high_overlord_saurfang.png,
dark_portal,215,Ja'zaron,,,,,,,,,,,,,,,,assets\cards\jazaron.png,
dark_portal,216,Julia Graves,,,,,,,,,,,,,,,,assets\cards\julia_graves.png,
dark_portal,217,Kalnuf Eagleheart,,,,,,,,,,,,,,,,assets\cards\kalnuf_eagleheart.png,
dark_portal,218,Katsin Bloodoath,,,,,,,,,,,,,,,,assets\cards\katsin_bloodoath.png,
dark_portal,219,Koringar the Heavy,,,,,,,,,,,,,,,,assets\cards\koringar_the_heavy.png,
dark_portal,220,Kralnor,,,,,,,,,,,,,,,,assets\cards\kralnor.png,
dark_portal,221,"Leeza, Tomb Robber",,,,,,,,,,,,,,,,assets\cards\leeza_tomb_robber.png,
dark_portal,222,Lokholar the Ice Lord,,,,,,,,,,,,,,,,assets\cards\lokholar_the_ice_lord.png,
dark_portal,223,Magran Proudstep,3,Ally,Horde,Hunter,,Tauren Hunter,1,Ranged,2,Common,"ferocity, long_range",Ferocity Long-Range (Defenders deal no combat damage to this character.),verified,implemented,,assets\cards\magran_proudstep.png,
dark_portal,224,Morik,3,Ally,Horde,Shaman,,Orc Shaman,2,Frost,2,Common,ferocity,"Ferocity. When Morik attacks, each player draws a card.",verified,implemented,on_attack_draw_each_player:1,assets\cards\morik.png,
dark_portal,225,Naolin Sunsurge,,,,,,,,,,,,,,,,assets\cards\naolin_sunsurge.png,
dark_portal,226,Nyn'jah,4,Ally,Horde,Rogue,,Troll Rogue,3,Melee,3,Common,,"When Nyn'jah enters play, you may ready target opposing equipment. You control that equipment while Nyn'jah remains in your party.",verified,implemented,on_enter:steal_equipment,assets\cards\nynjah.png,
dark_portal,227,Outrider Zarg,,,,,,,,,,,,,,,,assets\cards\outrider_zarg.png,
dark_portal,228,Plagueborn Meatwall,,,,,,,,,,,,,,,,assets\cards\plagueborn_meatwall.png,
dark_portal,229,Queen Sylvanas Windrunner,,,,,,,,,,,,,,,,assets\cards\queen_sylvanas_windrunner.png,
dark_portal,230,Ra'chee,,,,,,,,,,,,,,,,assets\cards\rachee.png,
dark_portal,231,Rexxar,,,,,,,,,,,,,,,,assets\cards\rexxar.png,
dark_portal,232,Scout Omerrta,,,,,,,,,,,,,,,,assets\cards\scout_omerrta.png,
dark_portal,233,Sister Rot,5,Ally,Horde,Priest,,Undead Priest,5,Shadow,2,Common,,"When Sister Rot enters play, you may destroy target ability.",verified,implemented,on_enter:destroy_ability,assets\cards\sister_rot.png,
dark_portal,234,Stone Guard Rashun,5,Ally,Horde,Shaman,,Tauren Shaman,5,Melee,5,Rare,,"Tauren Hero Required. When an opposing ally enters play, exhaust it.",verified,implemented,requires_hero_race:Tauren|exhaust_opposing_ally_on_enter,assets\cards\stone_guard_rashun.png,
dark_portal,235,Tanwa the Marksman,6,Ally,Horde,Hunter,,Tauren Hunter,4,Ranged,3,Uncommon,long_range,Long-Range (Defenders deal no combat damage to this character.),verified,implemented,,assets\cards\tanwa_marksman.png,
dark_portal,236,Thysta Spiritlasher,5,Ally,Horde,Warlock,,Orc Warlock,3,Fire,5,Uncommon,,"At the end of each player's turn, if no damage was dealt this turn, Thysta Spiritlasher deals 3 fire damage to that player's hero.",verified,implemented,end_of_turn_damage_hero_if_none_dealt:3:fire,assets\cards\thysta_spiritlasher.png,
dark_portal,237,Tiril Dawnrider,,,,,,,,,,,,,,,,assets\cards\tiril_dawnrider.png,
dark_portal,238,Tyrus Sheynathren,,,,,,,,,,,,,,,,assets\cards\tyrus_sheynathren.png,
dark_portal,239,Vanda Skydaughter,6,Ally,Horde,Druid,,Tauren Druid,6,Melee,5,Common,,,verified,implemented,,assets\cards\vanda_skydaughter.png,
dark_portal,240,Warcaller Zin'bawa,3,Ally,Horde,Warrior,,Troll Warrior,0,Melee,5,Rare,Protector,"Troll Hero Required. Protector. Warcaller Zin'bawa has +1 ATK for each damage on allies in your party.",verified,implemented,requires_hero_race:Troll|atk_per_damage_party:1,assets\cards\warcaller_zinbawa.png,
dark_portal,241,Warmaster Hork,,,,,,,,,,,,,,,,assets\cards\warmaster_hork.png,
dark_portal,242,Waz'luk,,,,,,,,,,,,,,,,assets\cards\wazluk.png,
dark_portal,243,Field Repair Bot 74A,,,,,,,,,,,,,,,,assets\cards\field_repair_bot_74a.png,
dark_portal,244,King Mukla,,,,,,,,,,,,,,,,assets\cards\king_mukla.png,
dark_portal,245,Overseer Oilfist,,,,,,,,,,,,,,,,assets\cards\overseer_oilfist.png,
dark_portal,246,Stitches,,,,,,,,,,,,,,,,assets\cards\stitches.png,
dark_portal,247,Aegis of the Blood God,,,,,,,,,,,,,,,,assets\cards\aegis_of_the_blood_god.png,
dark_portal,248,Argent Defender,,,,,,,,,,,,,,,,assets\cards\argent_defender.png,
dark_portal,249,Belt of the Archmage,,,,,,,,,,,,,,,,assets\cards\belt_of_the_archmage.png,
dark_portal,250,Bracers of the Eclipse,,,,,,,,,,,,,,,,assets\cards\bracers_of_the_eclipse.png,
dark_portal,251,Crimson Felt Hat,,,,,,,,,,,,,,,,assets\cards\crimson_felt_hat.png,
dark_portal,252,Crown of Destruction,,,,,,,,,,,,,,,,assets\cards\crown_of_destruction.png,
dark_portal,253,Elven Chain Boots,,,,,,,,,,,,,,,,assets\cards\elven_chain_boots.png,
dark_portal,254,The Immovable Object,,,,,,,,,,,,,,,,assets\cards\the_immovable_object.png,
dark_portal,255,Magiskull Cuffs,,,,,,,,,,,,,,,,assets\cards\magiskull_cuffs.png,
dark_portal,256,Mugger's Belt,,,,,,,,,,,,,,,,assets\cards\muggers_belt.png,
dark_portal,257,Observer's Shield,,,,,,,,,,,,,,,,assets\cards\observers_shield.png,
dark_portal,258,Onslaught Girdle,,,,,,,,,,,,,,,,assets\cards\onslaught_girdle.png,
dark_portal,259,Ornate Adamantium Breastplate,,,,,,,,,,,,,,,,assets\cards\ornate_adamantium_breastplate.png,
dark_portal,260,Pads of the Dread Wolf,1,Equipment,,DrRo,Leather,Feet,,,,Uncommon,,1 DEF,verified,implemented,equipment:feet:1,assets\cards\pads_of_the_dread_wolf.png,
dark_portal,261,Vambraces of the Sadist,,,,,,,,,,,,,,,,assets\cards\vambraces_of_the_sadist.png,
dark_portal,262,Wristguards of the True Flight,,,,,,,,,,,,,,,,assets\cards\wristguards_of_true_flight.png,
dark_portal,263,Jin'do's Bag of Whammies,,,,,,,,,,,,,,,,assets\cards\jindos_bag_of_whammies.png,
dark_portal,264,Jin'do's Evil Eye,,,,,,,,,,,,,,,,assets\cards\jindos_evil_eye.png,
dark_portal,265,Major Healing Potion,,,,,,,,,,,,,,,,assets\cards\major_healing_potion.png,
dark_portal,266,Penelope's Rose,,,,,,,,,,,,,,,,assets\cards\penelopes_rose.png,
dark_portal,267,Ramstein's Lightning Bolts,3,Equipment,,,Item,Trinket (2),,,,Uncommon,,"2, Destroy Ramstein's Lightning Bolts: Your hero deals 1 nature damage to each hero and ally.",verified,implemented,equipment:trinket:0:2|activated_power:2:deal_damage_aoe_all:1:nature::sacrifice_self,assets\cards\ramsteins_lightning_bolts.png,
dark_portal,268,Ring of the Unliving,,,,,,,,,,,,,,,,assets\cards\ring_of_the_unliving.png,
dark_portal,269,Trance Stone,,,,,,,,,,,,,,,,assets\cards\trance_stone.png,
dark_portal,270,Anathema,,,,,,,,,,,,,,,,assets\cards\anathema.png,
dark_portal,271,Blackcrow,2,Equipment,,Hunter,Crossbow,Ranged 1H Weapon,1,Ranged,,Uncommon,,"When you strike with Blackcrow, your hero has long-range this combat. (Defenders deal no combat damage to it.)",verified,implemented,equipment:ranged_weapon:0|strike_cost:1|strike_grants_long_range,assets\cards\blackcrow.png,
dark_portal,272,Fel Iron Hatchet,4,Equipment,,HuPaRoShWa,Axe,Melee 1H Weapon,2,Melee,,Common,,2 ATK / 0 Strike,verified,implemented,equipment:melee_weapon:0|strike_cost:0,assets\cards\fel_iron_hatchet.png,
dark_portal,273,Felstriker,,,,,,,,,,,,,,,,assets\cards\felstriker.png,
dark_portal,274,Gurubashi Dwarf Destroyer,,,,,,,,,,,,,,,,assets\cards\gurubashi_dwarf_destroyer.png,
dark_portal,275,Halberd of Smiting,,,,,,,,,,,,,,,,assets\cards\halberd_of_smiting.png,
dark_portal,276,Hellreaver,,,,,,,,,,,,,,,,assets\cards\hellreaver.png,
dark_portal,277,Jin'do's Judgement,,,,,,,,,,,,,,,,assets\cards\jindos_judgement.png,
dark_portal,278,The Lobotomizer,,,,,,,,,,,,,,,,assets\cards\the_lobotomizer.png,
dark_portal,279,"Lok'delar, Stave of the Ancient Keepers",,,,,,,,,,,,,,,,assets\cards\lokdelar_stave_of_the_ancient_keepers.png,
dark_portal,280,Scimitar of the Nexus Stalkers,,,,,,,,,,,,,,,,assets\cards\scimitar_of_the_nexus_stalkers.png,
dark_portal,281,Silent Fang,,,,,,,,,,,,,,,,assets\cards\silent_fang.png,
dark_portal,282,Staff of Dominance,,,,,,,,,,,,,,,,assets\cards\staff_of_dominance.png,
dark_portal,283,"Thunderfury, Blessed Blade of the Windseeker",,,,,,,,,,,,,,,,assets\cards\thunderfury_blessed_blade_of_the_windseeker.png,
dark_portal,284,Touch of Chaos,,,,,,,,,,,,,,,,assets\cards\touch_of_chaos.png,
dark_portal,285,The Unstoppable Force,,,,,,,,,,,,,,,,assets\cards\the_unstoppable_force.png,
dark_portal,286,Viking Warhammer,,,,,,,,,,,,,,,,assets\cards\viking_warhammer.png,
dark_portal,287,Will of Arlokk,,,,,,,,,,,,,,,,assets\cards\will_of_arlokk.png,
dark_portal,288,"Zin'rokh, Destroyer of Worlds",,,,,,,,,,,,,,,,assets\cards\zinrokh_destroyer_of_worlds.png,
dark_portal,289,Crown of the Earth,3,Quest,Alliance,,,,,,,Common,,"Pay (3) to complete this quest. Reward: Choose one: Put your hand on the bottom of your deck, then draw that many cards; or draw a card. If your hero is a Night Elf, you may choose both.",verified,implemented,qmode:hand_to_deck_draw|qmode:draw:1|qchoice_both_race:Night Elf,assets\cards\crown_of_the_earth.png,
dark_portal,290,Inoculation,,,,,,,,,,,,,,,,assets\cards\inoculation.png,
dark_portal,291,Manhunt,,,,,,,,,,,,,,,,assets\cards\manhunt.png,
dark_portal,292,Operation Recombobulation,4,Quest,Alliance,,,,,,,Rare,,"Gnome Hero Required. Pay (4) to complete this quest. Reward: When an opposing non-token ally is destroyed this turn, you may put an ally card from your graveyard into your hand.",verified,implemented,requires_hero_race:Gnome|recursion_on_opposing_ally_death:1,assets\cards\opertation_recombobulation.png,
dark_portal,293,The Perfect Stout,,,,,,,,,,,,,,,,assets\cards\the_perfect_stout.png,
dark_portal,294,Raene's Cleansing,,,,,,,,,,,,,,,,assets\cards\raenes_cleansing.png,
dark_portal,295,A Refugee's Quandary,,,,,,,,,,,,,,,,assets\cards\a_refugees_quandary.png,
dark_portal,296,The Relics of Wakening,,,,,,,,,,,,,,,,assets\cards\the_relics_of_wakening.png,
dark_portal,297,Rescue the Survivors!,,,,,,,,,,,,,,,,assets\cards\rescue_the_survivors.png,
dark_portal,298,Tundra MacGrann's Stolen Stash,,,,,,,,,,,,,,,,assets\cards\tundra_macgranns_stolen_stash.png,
dark_portal,299,"Wanted: ""Hogger""",,,,,,,,,,,,,,,,assets\cards\wanted_hogger.png,
dark_portal,300,Felendren the Banished,,,,,,,,,,,,,,,,assets\cards\felendren_the_banished.png,
dark_portal,301,The Haunted Mills,,,,,,,,,,,,,,,,assets\cards\the_haunted_mills.png,
dark_portal,302,Hidden Enemies,3,Quest,Horde,,,,,,,Common,,"Pay (3) to complete this quest. Reward: Choose one: Target ally has ferocity this turn; or draw a card. If your hero is an Orc, you may choose both.",verified,implemented,qmode:ally_ferocity_this_turn|qmode:draw:1|qchoice_both_race:Orc,assets\cards\hidden_enemies.png,
dark_portal,303,Lazy Peons,,,,,,,,,,,,,,,,assets\cards\lazy_peons.png,
dark_portal,304,A New Plague,4,Quest,Horde,,,,,,,Common,,"During your turn, pay (4) to complete this quest. Reward: Choose one: If an ally is in your party, each player destroys an ally in his party; or draw a card. If your hero is an Undead, you may choose both.",verified,implemented,qmode:each_player_destroys_ally|qmode:draw:1|qchoice_both_race:Undead|require_turn_player,assets\cards\a_new_plague.png,
dark_portal,305,Poison Water,,,,,,,,,,,,,,,,assets\cards\poison_water.png,
dark_portal,306,Rite of Vision,,,,,,,,,,,,,,,,assets\cards\rite_of_vision.png,
dark_portal,307,Solanian's Belongings,,,,,,,,,,,,,,,,assets\cards\solanians_belongings.png,
dark_portal,308,Test of Faith,,,,,,,,,,,,,,,,assets\cards\test_of_faith.png,
dark_portal,309,Thwarting Kolkar Aggression,3,Quest,Horde,,,,,,,Common,,"During your turn, pay (3) to complete this quest. Reward: Choose one: Target player turns one of his quests face down; or draw a card. If your hero is a Troll, you may choose both.",verified,implemented,qmode:opponent_quest_face_down|qmode:draw:1|qchoice_both_race:Troll|require_turn_player,assets\cards\thwarting_kolkar_aggression.png,
dark_portal,310,Zalazane,,,,,,,,,,,,,,,,assets\cards\zalazane.png,
dark_portal,311,"Alas, Andorhal",,,,,,,,,,,,,,,,assets\cards\alas_andorhal.png,
dark_portal,312,As the Crow Flies,,,,,,,,,,,,,,,,assets\cards\as_the_crow_flies.png,
dark_portal,313,Divino-matic Rod,,,,,,,,,,,,,,,,assets\cards\divino_matic_rod.png,
dark_portal,314,A Donation of Silk,,,,,,,,,,,,,,,,assets\cards\a_donation_of_silk.png,
dark_portal,315,The Dying Balance,,,,,,,,,,,,,,,,assets\cards\the_dying_balance.png,
dark_portal,316,"Finkle Einhorn, At Your Service!",3,Quest,,,,,,,,Common,,"During your turn, pay 3 to complete this quest. Reward: Put an ally card with cost 2 or less from your graveyard into play.",verified,implemented,graveyard_to_play:Ally:1:1:own:2|require_turn_player,assets\cards\finkle_einhorn_at_your_service.png,
dark_portal,317,The Green Hills of Stranglethorn,,,,,,,,,,,,,,,,assets\cards\the_green_hills_of_stranglethorn.png,
dark_portal,318,Samophlange,,,,,,,,,,,,,,,,assets\cards\samophlange.png,
dark_portal,319,The Scourge Cauldrons,,,,,,,,,,,,,,,,assets\cards\the_scourge_cauldrons.png,
